SURVEY	STATEID	DISTID	PSUID	HHID	HHSPLITID	IDPSU	IDHH	BH1	BH2	BH4	BH5A	BH5B	BH6A	BH6B	BH7	BH8A	BH8B	EW3	BHED	WTEW
2	1	2	1	10	1	10201	0102010101	1	5	1	 	 	29	88	1	 	 	2	8	3687.92626953
2	1	2	1	10	1	10201	0102010101	2	 	1	 	 	27	88	3	55	55	2	8	3687.92626953
2	1	2	1	10	1	10201	0102010101	3	 	2	 	 	22	88	2	 	 	2	8	3687.92626953
2	1	2	1	10	1	10201	0102010101	4	3	1	 	 	19	88	1	 	 	2	8	3687.92626953
2	1	2	1	10	1	10201	0102010101	5	 	1	 	 	18	88	3	55	55	2	8	3687.92626953
2	1	2	1	10	1	10201	0102010101	6	4	2	 	 	14	88	1	 	 	2	8	3687.92626953
2	1	2	1	10	1	10201	0102010101	1	7	1	9	5	 	 	1	 	 	6	4	3687.92626953
2	1	2	1	10	1	10201	0102010101	2	8	2	5	9	 	 	1	 	 	6	4	3687.92626953
2	1	2	1	10	1	10201	0102010101	3	9	1	2	10	 	 	1	 	 	6	4	3687.92626953
2	1	2	1	20	1	10201	0102010201	1	9	1	2	99	 	 	1	 	 	8	5	11063.77929688
2	1	2	1	20	1	10201	0102010201	2	10	2	5	4	 	 	1	 	 	8	5	11063.77929688
2	1	2	1	20	1	10201	0102010201	3	11	2	9	6	 	 	1	 	 	8	5	11063.77929688
2	1	2	1	30	1	10201	0102010301	1	3	2	6	89	 	 	1	 	 	2	8	3687.92626953
2	1	2	1	30	1	10201	0102010301	2	4	1	3	92	 	 	1	 	 	2	8	3687.92626953
2	1	2	1	30	1	10201	0102010301	3	5	2	1	95	 	 	1	 	 	2	8	3687.92626953
2	1	2	1	30	1	10201	0102010301	4	6	1	11	98	 	 	1	 	 	2	8	3687.92626953
2	1	2	1	30	1	10201	0102010301	5	7	2	7	0	 	 	1	 	 	2	8	3687.92626953
2	1	2	1	40	1	10201	0102010401	1	3	2	9	92	 	 	1	 	 	2	5	3687.92626953
2	1	2	1	40	1	10201	0102010401	2	4	2	2	98	 	 	1	 	 	2	5	3687.92626953
2	1	2	1	40	1	10201	0102010401	3	5	1	12	99	 	 	1	 	 	2	5	3687.92626953
2	1	2	1	50	1	10201	0102010501	1	8	1	5	94	 	 	1	 	 	2	3	5531.88964844
2	1	2	1	50	1	10201	0102010501	2	9	1	6	96	 	 	1	 	 	2	3	5531.88964844
2	1	2	1	50	1	10201	0102010501	3	10	1	9	0	 	 	1	 	 	2	3	5531.88964844
2	1	2	1	50	1	10201	0102010501	1	5	2	12	10	 	 	1	 	 	4	2	5531.88964844
2	1	2	1	60	1	10201	0102010601	1	4	2	 	8	 	 	1	 	 	3	4	11063.77929688
2	1	2	1	60	1	10201	0102010601	2	5	2	 	11	 	 	1	 	 	3	4	11063.77929688
2	1	2	1	70	1	10201	0102010701	1	3	2	 	 	26	12	1	 	 	2	11	3687.92626953
2	1	2	1	70	1	10201	0102010701	2	4	1	 	 	24	7	1	 	 	2	11	3687.92626953
2	1	2	1	70	1	10201	0102010701	3	5	2	 	 	20	2	1	 	 	2	11	3687.92626953
2	1	2	1	70	1	10201	0102010701	4	6	2	 	 	18	2	1	 	 	2	11	3687.92626953
2	1	2	1	70	1	10201	0102010701	5	7	2	 	 	16	6	1	 	 	2	11	3687.92626953
2	1	2	1	70	1	10201	0102010701	6	8	2	 	 	15	6	1	 	 	2	11	3687.92626953
2	1	2	1	80	1	10201	0102010801	1	3	2	 	 	18	88	1	 	 	2	10	3687.92626953
2	1	2	1	80	1	10201	0102010801	2	4	2	 	 	14	88	1	 	 	2	10	3687.92626953
2	1	2	1	80	1	10201	0102010801	3	5	1	 	 	13	88	1	 	 	2	10	3687.92626953
2	1	2	1	80	1	10201	0102010801	4	6	1	 	 	12	88	1	 	 	2	10	3687.92626953
2	1	2	1	80	1	10201	0102010801	5	7	1	 	 	3	88	1	 	 	2	10	3687.92626953
2	1	2	1	80	1	10201	0102010801	6	 	2	 	 	2	88	3	2	0	2	10	3687.92626953
2	1	2	1	80	1	10201	0102010801	7	8	1	9	11	 	 	1	 	 	2	10	3687.92626953
2	1	2	1	90	1	10201	0102010901	1	 	1	 	 	 	 	2	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	2	 	1	 	 	 	 	2	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	3	2	1	 	91	 	 	1	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	4	4	1	 	92	 	 	1	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	5	5	1	 	95	 	 	1	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	6	 	1	 	96	 	 	3	0	3	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	7	 	1	 	97	 	 	3	0	2	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	8	 	2	 	97	 	 	3	1	2	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	9	6	1	 	98	 	 	1	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	10	7	1	 	98	 	 	1	 	 	1	12	7375.85253907
2	1	2	1	90	1	10201	0102010901	11	8	1	 	2	 	 	1	 	 	1	12	7375.85253907
2	1	2	1	90	2	10201	0102010902	1	3	1	1	7	 	 	1	 	 	2	2	3687.92626953
2	1	2	1	90	2	10201	0102010902	2	4	1	2	10	 	 	1	 	 	2	2	3687.92626953
2	1	2	1	100	1	10201	0102011001	1	10	1	11	 	 	 	1	 	 	9	4	7375.85253907
2	1	2	1	100	1	10201	0102011001	2	11	2	7	93	 	 	1	 	 	9	4	7375.85253907
2	1	2	1	100	1	10201	0102011001	3	12	1	12	94	 	 	1	 	 	9	4	7375.85253907
2	1	2	1	110	1	10201	0102011101	1	3	1	4	0	 	 	1	 	 	2	5	3687.92626953
2	1	2	1	110	1	10201	0102011101	2	4	2	8	2	 	 	1	 	 	2	5	3687.92626953
2	1	2	1	110	1	10201	0102011101	3	5	2	10	6	 	 	1	 	 	2	5	3687.92626953
2	1	2	1	120	1	10201	0102011201	1	3	1	10	1	 	 	1	 	 	2	2	3687.92626953
2	1	2	1	120	1	10201	0102011201	2	4	1	5	3	 	 	1	 	 	2	2	3687.92626953
2	1	2	1	130	1	10201	0102011301	1	3	1	2	 	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	130	1	10201	0102011301	2	4	1	11	89	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	130	1	10201	0102011301	3	5	2	7	91	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	130	1	10201	0102011301	4	6	1	10	93	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	130	1	10201	0102011301	5	7	2	4	97	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	140	1	10201	0102011401	1	3	1	11	93	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	140	1	10201	0102011401	2	4	2	3	95	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	140	1	10201	0102011401	3	5	1	8	98	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	140	1	10201	0102011401	4	6	1	3	2	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	140	1	10201	0102011401	5	7	2	1	4	 	 	1	 	 	2	7	3687.92626953
2	1	2	1	160	1	10201	0102011601	1	5	1	 	 	17	88	1	 	 	4	6	3687.92626953
2	1	2	1	160	1	10201	0102011601	2	6	2	 	 	14	88	1	 	 	4	6	3687.92626953
2	1	2	1	160	1	10201	0102011601	3	7	2	 	 	11	88	1	 	 	4	6	3687.92626953
2	1	2	1	160	1	10201	0102011601	4	8	1	 	 	6	88	1	 	 	4	6	3687.92626953
2	1	2	1	170	1	10201	0102011701	1	 	1	 	 	 	88	3	0	1	2	7	3687.92626953
2	1	2	1	170	1	10201	0102011701	2	3	1	 	 	22	 	1	 	 	2	7	3687.92626953
2	1	2	1	170	1	10201	0102011701	3	 	1	 	 	 	88	3	55	55	2	7	3687.92626953
2	1	2	1	170	1	10201	0102011701	4	4	1	 	 	19	 	1	 	 	2	7	3687.92626953
2	1	2	1	170	1	10201	0102011701	5	5	1	 	 	18	 	1	 	 	2	7	3687.92626953
2	1	2	1	170	1	10201	0102011701	6	6	2	 	 	18	 	1	 	 	2	7	3687.92626953
2	1	2	1	180	1	10201	0102011801	1	6	2	4	96	 	 	1	 	 	5	5	5531.88964844
2	1	2	1	180	1	10201	0102011801	2	7	1	3	99	 	 	1	 	 	5	5	5531.88964844
2	1	2	1	180	1	10201	0102011801	3	8	2	2	3	 	 	1	 	 	5	5	5531.88964844
2	1	2	1	180	1	10201	0102011801	1	3	2	8	9	 	 	1	 	 	2	2	5531.88964844
2	1	2	1	190	1	10201	0102011901	1	3	1	1	96	 	 	1	 	 	2	6	3687.92626953
2	1	2	1	190	1	10201	0102011901	2	4	2	2	97	 	 	1	 	 	2	6	3687.92626953
2	1	2	1	190	1	10201	0102011901	3	5	1	11	99	 	 	1	 	 	2	6	3687.92626953
2	1	2	1	190	1	10201	0102011901	4	6	2	12	3	 	 	1	 	 	2	6	3687.92626953
2	1	2	1	200	1	10201	0102012001	1	5	1	 	 	21	88	1	 	 	4	8	3687.92626953
2	1	2	1	200	1	10201	0102012001	2	 	2	 	 	18	88	2	 	 	4	8	3687.92626953
2	1	2	1	200	1	10201	0102012001	3	6	1	 	 	14	88	1	 	 	4	8	3687.92626953
2	1	2	1	200	1	10201	0102012001	4	7	2	 	 	11	88	1	 	 	4	8	3687.92626953
2	1	2	1	200	1	10201	0102012001	5	 	2	 	 	9	88	3	0	1	4	8	3687.92626953
2	1	2	2	10	1	10202	0102020101	1	3	1	3	92	 	 	1	 	 	2	8	5720.11425782
2	1	2	2	10	1	10202	0102020101	2	4	2	 	93	 	 	1	 	 	2	8	5720.11425782
2	1	2	2	10	1	10202	0102020101	3	 	2	 	94	 	 	3	55	55	2	8	5720.11425782
2	1	2	2	10	1	10202	0102020101	4	 	2	 	94	 	 	3	55	55	2	8	5720.11425782
2	1	2	2	10	1	10202	0102020101	5	5	1	2	99	 	 	1	 	 	2	8	5720.11425782
2	1	2	2	20	1	10202	0102020201	1	 	2	 	 	 	 	2	 	 	2	9	0
2	1	2	2	20	1	10202	0102020201	2	3	2	 	 	 	 	1	 	 	2	9	0
2	1	2	2	20	1	10202	0102020201	3	4	1	 	 	 	 	1	 	 	2	9	0
2	1	2	2	20	1	10202	0102020201	4	5	1	 	 	 	 	1	 	 	2	9	0
2	1	2	2	20	1	10202	0102020201	5	6	2	 	89	 	 	1	 	 	2	9	0
2	1	2	2	20	1	10202	0102020201	6	7	1	 	91	 	 	1	 	 	2	9	0
2	1	2	2	30	1	10202	0102020301	1	3	2	3	 	12	88	1	 	 	2	7	5720.11425782
2	1	2	2	30	1	10202	0102020301	2	4	1	3	 	10	88	1	 	 	2	7	5720.11425782
2	1	2	2	30	1	10202	0102020301	3	5	2	4	 	8	88	1	 	 	2	7	5720.11425782
2	1	2	2	30	1	10202	0102020301	4	6	2	11	6	 	 	1	 	 	2	7	5720.11425782
2	1	2	2	40	1	10202	0102020401	1	3	1	12	89	 	 	1	 	 	2	6	5720.11425782
2	1	2	2	40	1	10202	0102020401	2	 	1	7	91	 	 	3	0	2	2	6	5720.11425782
2	1	2	2	40	1	10202	0102020401	3	 	2	3	93	 	 	2	 	 	2	6	5720.11425782
2	1	2	2	40	1	10202	0102020401	4	4	2	2	98	 	 	1	 	 	2	6	5720.11425782
2	1	2	2	60	1	10202	0102020601	1	3	2	 	 	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	60	1	10202	0102020601	2	4	2	4	 	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	60	1	10202	0102020601	3	5	1	 	90	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	60	1	10202	0102020601	4	6	2	 	92	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	60	1	10202	0102020601	5	7	1	 	93	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	60	1	10202	0102020601	6	8	1	9	1	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	70	1	10202	0102020701	1	5	1	6	3	 	 	1	 	 	4	3	5720.11425782
2	1	2	2	70	1	10202	0102020701	2	7	2	3	8	 	 	1	 	 	4	3	5720.11425782
2	1	2	2	90	1	10202	0102020901	1	5	2	8	8	 	 	1	 	 	4	2	5720.11425782
2	1	2	2	100	1	10202	0102021001	1	3	1	2	3	 	 	1	 	 	2	2	5720.11425782
2	1	2	2	100	1	10202	0102021001	2	 	1	8	9	 	 	3	55	55	2	2	5720.11425782
2	1	2	2	110	1	10202	0102021101	1	 	2	3	92	 	 	2	 	 	2	10	0
2	1	2	2	110	1	10202	0102021101	2	3	1	6	94	 	 	1	 	 	2	10	0
2	1	2	2	110	1	10202	0102021101	3	5	1	11	97	 	 	1	 	 	2	10	0
2	1	2	2	110	1	10202	0102021101	4	6	2	1	99	 	 	1	 	 	2	10	0
2	1	2	2	110	1	10202	0102021101	5	7	2	10	1	 	 	1	 	 	2	10	0
2	1	2	2	110	1	10202	0102021101	6	8	2	4	3	 	 	1	 	 	2	10	0
2	1	2	2	120	1	10202	0102021201	1	3	2	11	97	 	 	1	 	 	2	6	5720.11425782
2	1	2	2	120	1	10202	0102021201	2	4	2	2	0	 	 	1	 	 	2	6	5720.11425782
2	1	2	2	120	1	10202	0102021201	3	5	1	6	4	 	 	1	 	 	2	6	5720.11425782
2	1	2	2	120	1	10202	0102021201	4	6	1	1	7	 	 	1	 	 	2	6	5720.11425782
2	1	2	2	120	3	10202	0102021203	1	3	2	3	5	 	 	1	 	 	2	4	5720.11425782
2	1	2	2	120	3	10202	0102021203	2	4	1	6	8	 	 	1	 	 	2	4	5720.11425782
2	1	2	2	120	3	10202	0102021203	3	5	1	7	11	 	 	1	 	 	2	4	5720.11425782
2	1	2	2	140	1	10202	0102021401	1	3	1	3	91	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	140	1	10202	0102021401	2	4	2	6	93	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	140	1	10202	0102021401	3	5	2	12	2	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	150	1	10202	0102021501	1	3	1	3	89	 	 	1	 	 	2	4	11440.22851563
2	1	2	2	150	1	10202	0102021501	2	5	1	7	92	 	 	1	 	 	2	4	11440.22851563
2	1	2	2	150	1	10202	0102021501	3	6	1	9	95	 	 	1	 	 	2	4	11440.22851563
2	1	2	2	150	1	10202	0102021501	4	 	1	11	98	 	 	3	7	0	2	4	11440.22851563
2	1	2	2	160	1	10202	0102021601	1	 	2	 	 	27	1	2	 	 	2	9	5720.11425782
2	1	2	2	160	1	10202	0102021601	2	 	2	 	 	25	11	2	 	 	2	9	5720.11425782
2	1	2	2	160	1	10202	0102021601	3	3	1	 	 	23	8	1	 	 	2	9	5720.11425782
2	1	2	2	160	1	10202	0102021601	4	4	2	 	 	21	4	1	 	 	2	9	5720.11425782
2	1	2	2	160	1	10202	0102021601	5	5	2	12	3	 	 	1	 	 	2	9	5720.11425782
2	1	2	2	170	1	10202	0102021701	1	3	1	3	99	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	170	1	10202	0102021701	2	4	1	2	2	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	170	1	10202	0102021701	3	5	2	 	4	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	170	1	10202	0102021701	4	6	1	 	5	 	 	1	 	 	2	5	5720.11425782
2	1	2	2	180	1	10202	0102021801	1	3	1	 	 	11	 	1	 	 	2	3	5720.11425782
2	1	2	2	180	1	10202	0102021801	2	4	2	 	 	10	 	1	 	 	2	3	5720.11425782
2	1	2	2	190	1	10202	0102021901	1	3	1	11	 	 	 	1	 	 	2	10	5720.11425782
2	1	2	2	190	1	10202	0102021901	2	4	2	11	89	 	 	1	 	 	2	10	5720.11425782
2	1	2	2	190	1	10202	0102021901	3	5	2	1	94	 	 	1	 	 	2	10	5720.11425782
2	1	2	2	190	1	10202	0102021901	4	6	2	9	95	 	 	1	 	 	2	10	5720.11425782
2	1	2	2	190	1	10202	0102021901	5	7	1	11	97	 	 	1	 	 	2	10	5720.11425782
2	1	2	2	190	1	10202	0102021901	6	8	2	2	2	 	 	1	 	 	2	10	5720.11425782
2	1	2	2	200	1	10202	0102022001	1	3	1	1	89	 	 	1	 	 	2	7	5720.11425782
2	1	2	2	200	1	10202	0102022001	2	4	1	6	91	 	 	1	 	 	2	7	5720.11425782
2	1	2	2	200	1	10202	0102022001	3	5	1	6	97	 	 	1	 	 	2	7	5720.11425782
2	1	2	2	200	1	10202	0102022001	4	6	1	9	99	 	 	1	 	 	2	7	5720.11425782
2	1	2	2	200	1	10202	0102022001	5	7	1	11	3	 	 	1	 	 	2	7	5720.11425782
2	1	2	2	200	1	10202	0102022001	6	8	2	11	6	 	 	1	 	 	2	7	5720.11425782
2	1	2	3	10	1	10203	0102030101	1	11	2	 	 	13	 	1	 	 	10	6	9424.70019532
2	1	2	3	10	1	10203	0102030101	2	12	2	 	 	10	 	1	 	 	10	6	9424.70019532
2	1	2	3	10	1	10203	0102030101	3	13	1	 	 	8	 	1	 	 	10	6	9424.70019532
2	1	2	3	10	1	10203	0102030101	4	14	1	 	 	3	 	1	 	 	10	6	9424.70019532
2	1	2	3	20	1	10203	0102030201	1	 	2	11	 	 	 	2	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	2	3	2	12	 	 	 	1	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	3	4	2	1	 	 	 	1	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	4	5	1	3	 	 	 	1	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	5	6	2	6	91	 	 	1	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	6	7	1	2	93	 	 	1	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	7	8	2	3	98	 	 	1	 	 	2	13	0
2	1	2	3	20	1	10203	0102030201	8	9	1	3	0	 	 	1	 	 	2	13	0
2	1	2	3	50	1	10203	0102030501	1	 	2	 	 	31	 	2	 	 	2	12	4712.35009766
2	1	2	3	50	1	10203	0102030501	2	 	2	 	 	28	 	2	 	 	2	12	4712.35009766
2	1	2	3	50	1	10203	0102030501	3	3	1	 	 	25	 	1	 	 	2	12	4712.35009766
2	1	2	3	50	1	10203	0102030501	4	4	2	 	 	22	 	1	 	 	2	12	4712.35009766
2	1	2	3	50	1	10203	0102030501	5	5	1	 	 	19	 	1	 	 	2	12	4712.35009766
2	1	2	3	50	1	10203	0102030501	6	 	2	 	 	17	 	3	55	55	2	12	4712.35009766
2	1	2	3	50	1	10203	0102030501	7	6	2	 	 	15	 	1	 	 	2	12	4712.35009766
2	1	2	3	60	1	10203	0102030601	1	10	1	 	 	12	 	1	 	 	9	5	9424.70019532
2	1	2	3	60	1	10203	0102030601	2	11	2	 	 	10	 	1	 	 	9	5	9424.70019532
2	1	2	3	60	1	10203	0102030601	3	12	2	 	 	4	 	1	 	 	9	5	9424.70019532
2	1	2	3	70	1	10203	0102030701	1	3	1	 	 	30	 	1	 	 	2	5	4712.35009766
2	1	2	3	70	1	10203	0102030701	2	6	1	 	 	28	 	1	 	 	2	5	4712.35009766
2	1	2	3	70	1	10203	0102030701	3	7	2	 	 	26	 	1	 	 	2	5	4712.35009766
2	1	2	3	70	1	10203	0102030701	4	8	1	 	 	13	 	1	 	 	2	5	4712.35009766
2	1	2	3	70	1	10203	0102030701	1	 	2	4	8	 	 	3	55	55	4	4	4712.35009766
2	1	2	3	70	1	10203	0102030701	2	5	2	7	9	 	 	1	 	 	4	4	4712.35009766
2	1	2	3	90	1	10203	0102030901	1	 	2	12	 	 	 	2	 	 	1	8	0
2	1	2	3	90	1	10203	0102030901	2	 	2	11	89	 	 	2	 	 	1	8	0
2	1	2	3	90	1	10203	0102030901	3	2	2	11	92	 	 	1	 	 	1	8	0
2	1	2	3	90	1	10203	0102030901	4	3	1	3	95	 	 	1	 	 	1	8	0
2	1	2	3	90	1	10203	0102030901	5	4	1	6	98	 	 	1	 	 	1	8	0
2	1	2	3	100	2	10203	0102031002	1	3	1	6	6	 	 	1	 	 	2	6	4712.35009766
2	1	2	3	100	2	10203	0102031002	2	 	1	7	8	 	 	3	55	55	2	6	4712.35009766
2	1	2	3	100	2	10203	0102031002	3	 	2	5	10	 	 	3	55	55	2	6	4712.35009766
2	1	2	3	100	2	10203	0102031002	4	4	2	11	11	 	 	1	 	 	2	6	4712.35009766
2	1	2	3	110	1	10203	0102031101	1	3	1	5	 	 	 	1	 	 	2	4	0
2	1	2	3	110	1	10203	0102031101	2	6	2	3	89	 	 	1	 	 	2	4	0
2	1	2	3	110	1	10203	0102031101	3	7	1	6	91	 	 	1	 	 	2	4	0
2	1	2	3	110	1	10203	0102031101	1	5	1	11	11	 	 	1	 	 	4	1	4712.35009766
2	1	2	3	120	1	10203	0102031201	1	3	1	11	 	 	 	1	 	 	2	5	9424.70019532
2	1	2	3	120	1	10203	0102031201	2	6	1	10	 	 	 	1	 	 	2	5	9424.70019532
2	1	2	3	120	1	10203	0102031201	3	7	1	5	95	 	 	1	 	 	2	5	9424.70019532
2	1	2	3	120	1	10203	0102031201	4	8	2	7	97	 	 	1	 	 	2	5	9424.70019532
2	1	2	3	130	1	10203	0102031301	1	 	1	 	 	19	 	3	55	55	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	2	 	1	 	 	19	 	3	55	55	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	3	3	1	 	 	17	 	1	 	 	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	4	 	2	 	 	16	 	3	0	1	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	5	4	2	 	 	15	 	1	 	 	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	6	5	2	 	 	14	 	1	 	 	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	7	6	2	 	 	11	 	1	 	 	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	8	7	1	 	 	4	 	1	 	 	2	13	4712.35009766
2	1	2	3	130	1	10203	0102031301	9	8	1	 	 	1	 	1	 	 	2	13	4712.35009766
2	1	2	3	140	1	10203	0102031401	1	5	1	10	3	 	 	1	 	 	4	4	9424.70019532
2	1	2	3	140	1	10203	0102031401	2	6	2	3	6	 	 	1	 	 	4	4	9424.70019532
2	1	2	3	140	1	10203	0102031401	3	7	1	12	11	 	 	1	 	 	4	4	9424.70019532
2	1	2	3	150	1	10203	0102031501	1	5	2	 	 	6	6	1	 	 	3	6	4712.35009766
2	1	2	3	150	1	10203	0102031501	2	 	1	 	 	6	6	3	55	55	3	6	4712.35009766
2	1	2	3	150	1	10203	0102031501	3	 	2	 	 	3	3	2	 	 	3	6	4712.35009766
2	1	2	3	150	1	10203	0102031501	4	6	1	 	 	1	1	1	 	 	3	6	4712.35009766
2	1	2	3	160	1	10203	0102031601	1	3	1	 	 	28	 	1	 	 	2	6	4712.35009766
2	1	2	3	160	1	10203	0102031601	2	 	2	 	 	26	 	2	 	 	2	6	4712.35009766
2	1	2	3	160	1	10203	0102031601	3	 	2	 	 	24	 	2	 	 	2	6	4712.35009766
2	1	2	3	160	1	10203	0102031601	4	5	1	 	 	22	 	1	 	 	2	6	4712.35009766
2	1	2	3	170	1	10203	0102031701	1	3	1	10	 	 	 	1	 	 	2	7	0
2	1	2	3	170	1	10203	0102031701	2	4	1	8	89	 	 	1	 	 	2	7	0
2	1	2	3	170	1	10203	0102031701	3	5	1	2	92	 	 	1	 	 	2	7	0
2	1	2	3	170	1	10203	0102031701	4	6	2	3	96	 	 	1	 	 	2	7	0
2	1	2	3	170	1	10203	0102031701	5	7	2	3	96	 	 	1	 	 	2	7	0
2	1	2	3	190	1	10203	0102031901	1	 	2	3	 	 	 	2	 	 	2	9	4712.35009766
2	1	2	3	190	1	10203	0102031901	2	3	2	10	 	 	 	1	 	 	2	9	4712.35009766
2	1	2	3	190	1	10203	0102031901	3	4	2	2	91	 	 	1	 	 	2	9	4712.35009766
2	1	2	3	190	1	10203	0102031901	4	5	1	3	92	 	 	1	 	 	2	9	4712.35009766
2	1	2	3	190	1	10203	0102031901	5	6	2	3	95	 	 	1	 	 	2	9	4712.35009766
2	1	2	4	10	1	10204	0102040101	1	3	1	6	 	 	 	1	 	 	2	8	3687.92626953
2	1	2	4	10	1	10204	0102040101	2	4	2	8	 	 	 	1	 	 	2	8	3687.92626953
2	1	2	4	10	1	10204	0102040101	3	5	2	12	89	 	 	1	 	 	2	8	3687.92626953
2	1	2	4	10	1	10204	0102040101	4	6	2	10	92	 	 	1	 	 	2	8	3687.92626953
2	1	2	4	10	1	10204	0102040101	5	7	1	2	1	 	 	1	 	 	2	8	3687.92626953
2	1	2	4	20	1	10204	0102040201	1	6	2	10	6	 	 	1	 	 	5	5	11063.77832032
2	1	2	4	20	1	10204	0102040201	2	7	1	4	9	 	 	1	 	 	5	5	11063.77832032
2	1	2	4	20	1	10204	0102040201	3	8	2	6	11	 	 	1	 	 	5	5	11063.77832032
2	1	2	4	30	1	10204	0102040301	1	16	2	 	 	4	88	1	 	 	15	4	7375.85253907
2	1	2	4	30	1	10204	0102040301	2	17	2	 	 	3	88	1	 	 	15	4	7375.85253907
2	1	2	4	40	1	10204	0102040401	1	3	2	8	93	 	 	1	 	 	2	4	3687.92626953
2	1	2	4	40	1	10204	0102040401	2	4	2	1	1	 	 	1	 	 	2	4	3687.92626953
2	1	2	4	50	1	10204	0102040501	1	 	2	8	8	 	 	3	55	55	4	2	7375.85253907
2	1	2	4	60	1	10204	0102040601	1	3	2	6	 	 	 	1	 	 	2	11	3687.92626953
2	1	2	4	60	1	10204	0102040601	2	4	2	10	90	 	 	1	 	 	2	11	3687.92626953
2	1	2	4	60	1	10204	0102040601	3	5	1	12	92	 	 	1	 	 	2	11	3687.92626953
2	1	2	4	60	1	10204	0102040601	4	6	2	12	94	 	 	1	 	 	2	11	3687.92626953
2	1	2	4	60	1	10204	0102040601	5	7	2	9	96	 	 	1	 	 	2	11	3687.92626953
2	1	2	4	60	1	10204	0102040601	6	8	2	7	1	 	 	1	 	 	2	11	3687.92626953
2	1	2	4	70	1	10204	0102040701	1	 	1	 	 	32	88	3	21	88	2	7	0
2	1	2	4	70	1	10204	0102040701	2	 	2	 	 	26	88	3	55	55	2	7	0
2	1	2	4	70	1	10204	0102040701	3	3	2	 	 	23	88	1	 	 	2	7	0
2	1	2	4	70	1	10204	0102040701	4	 	2	 	 	18	88	3	55	55	2	7	0
2	1	2	4	80	2	10204	0102040802	1	3	2	9	0	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	80	2	10204	0102040802	2	4	2	3	2	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	80	2	10204	0102040802	3	5	1	3	3	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	80	2	10204	0102040802	4	6	2	9	9	 	 	1	 	 	2	7	3687.92626953
2	1	2	4	90	1	10204	0102040901	1	3	1	 	 	24	88	1	 	 	2	7	11063.77832032
2	1	2	4	90	1	10204	0102040901	2	5	1	 	 	21	88	1	 	 	2	7	11063.77832032
2	1	2	4	90	1	10204	0102040901	3	7	1	 	 	18	88	1	 	 	2	7	11063.77832032
2	1	2	4	90	1	10204	0102040901	4	 	1	 	 	17	88	3	55	55	2	7	11063.77832032
2	1	2	4	90	1	10204	0102040901	5	8	1	 	 	16	88	1	 	 	2	7	11063.77832032
2	1	2	4	90	1	10204	0102040901	6	 	1	 	 	15	88	3	55	55	2	7	11063.77832032
2	1	2	4	90	1	10204	0102040901	7	9	1	 	 	14	88	1	 	 	2	7	11063.77832032
2	1	2	4	110	1	10204	0102041101	1	3	1	7	3	 	 	1	 	 	2	1	3687.92626953
