SURVEY	STATEID	DISTID	PSUID	HHID	HHSPLITID	IDPSU	IDHH	BH1	BH2	BH4	BH5A	BH5B	BH6A	BH6B	BH7	BH8A	BH8B	EW3	BHED	WTEW
2	28	20	9	40	1	282009	2820090401	1	3	1	1	1	 	 	1	 	 	2	3	9461.84863282
2	28	20	9	40	1	282009	2820090401	2	4	2	5	3	 	 	1	 	 	2	3	9461.84863282
2	28	20	9	50	1	282009	2820090501	1	3	1	10	91	 	 	1	 	 	2	4	9461.84863282
2	28	20	9	50	1	282009	2820090501	2	4	1	8	94	 	 	1	 	 	2	4	9461.84863282
2	28	20	9	50	1	282009	2820090501	3	5	2	3	96	 	 	1	 	 	2	4	9461.84863282
2	28	20	9	60	1	282009	2820090601	1	 	1	 	 	 	1	3	0	1	2	3	9461.84863282
2	28	20	9	60	1	282009	2820090601	2	3	1	 	 	9	2	1	 	 	2	3	9461.84863282
2	28	20	9	60	1	282009	2820090601	3	4	1	 	 	6	11	1	 	 	2	3	9461.84863282
2	28	20	9	70	1	282009	2820090701	1	2	1	9	 	 	 	1	 	 	1	7	9461.84863282
2	28	20	9	70	1	282009	2820090701	2	3	2	6	90	 	 	1	 	 	1	7	9461.84863282
2	28	20	9	70	1	282009	2820090701	3	4	2	7	91	 	 	1	 	 	1	7	9461.84863282
2	28	20	9	70	1	282009	2820090701	4	5	2	2	93	 	 	1	 	 	1	7	9461.84863282
2	28	20	9	80	1	282009	2820090801	1	 	1	 	 	28	6	2	 	 	2	4	9461.84863282
2	28	20	9	80	1	282009	2820090801	2	3	1	 	 	22	5	1	 	 	2	4	9461.84863282
2	28	20	9	80	1	282009	2820090801	3	4	1	 	 	17	9	1	 	 	2	4	9461.84863282
2	28	20	9	80	1	282009	2820090801	4	5	1	 	 	13	4	1	 	 	2	4	9461.84863282
2	28	20	9	120	2	282009	2820091202	1	3	2	6	9	 	 	1	 	 	2	3	9461.84863282
2	28	20	9	120	2	282009	2820091202	2	4	1	4	11	 	 	1	 	 	2	3	9461.84863282
2	28	20	9	140	1	282009	2820091401	1	4	2	 	 	18	7	1	 	 	3	4	18923.69726563
2	28	20	9	140	1	282009	2820091401	2	5	2	 	 	14	4	1	 	 	3	4	18923.69726563
2	28	20	9	150	1	282009	2820091501	1	 	1	 	 	 	 	2	 	 	2	2	9461.84863282
2	28	20	9	150	1	282009	2820091501	2	3	1	 	92	 	 	1	 	 	2	2	9461.84863282
2	28	20	10	10	1	282010	2820100101	1	3	1	8	 	 	 	1	 	 	2	4	0
2	28	20	10	10	1	282010	2820100101	2	4	1	11	 	 	 	1	 	 	2	4	0
2	28	20	10	10	1	282010	2820100101	3	5	2	5	 	 	 	1	 	 	2	4	0
2	28	20	10	30	1	282010	2820100301	1	3	2	6	5	 	 	1	 	 	2	4	10137.6953125
2	28	20	10	30	1	282010	2820100301	2	4	2	2	8	 	 	1	 	 	2	4	10137.6953125
2	28	20	10	40	1	282010	2820100401	1	3	1	 	 	30	6	1	 	 	2	2	0
2	28	20	10	40	1	282010	2820100401	2	4	1	 	 	24	9	1	 	 	2	2	0
2	28	20	10	50	1	282010	2820100501	1	2	2	 	 	17	88	1	 	 	1	10	10137.6953125
2	28	20	10	50	1	282010	2820100501	2	3	2	 	 	15	88	1	 	 	1	10	10137.6953125
2	28	20	10	50	1	282010	2820100501	3	4	2	 	 	13	88	1	 	 	1	10	10137.6953125
2	28	20	10	50	1	282010	2820100501	4	5	2	 	 	10	88	1	 	 	1	10	10137.6953125
2	28	20	10	50	1	282010	2820100501	5	6	2	 	 	6	88	1	 	 	1	10	10137.6953125
2	28	20	10	80	1	282010	2820100801	1	 	2	12	93	 	 	2	 	 	2	4	10137.6953125
2	28	20	10	80	1	282010	2820100801	2	4	2	11	96	 	 	1	 	 	2	4	10137.6953125
2	28	20	10	110	1	282010	2820101101	1	 	2	 	 	35	2	2	 	 	2	8	0
2	28	20	10	110	1	282010	2820101101	2	 	2	 	 	34	6	2	 	 	2	8	0
2	28	20	10	110	1	282010	2820101101	3	 	2	 	 	32	3	2	 	 	2	8	0
2	28	20	10	110	1	282010	2820101101	4	 	2	 	 	31	4	2	 	 	2	8	0
2	28	20	10	120	1	282010	2820101201	1	4	1	11	 	24	88	1	 	 	2	7	10137.6953125
2	28	20	10	120	1	282010	2820101201	2	3	2	 	 	23	88	1	 	 	2	7	10137.6953125
2	28	20	10	120	1	282010	2820101201	3	5	2	 	 	21	 	1	 	 	2	7	10137.6953125
2	28	20	10	120	1	282010	2820101201	4	6	2	 	 	20	 	1	 	 	2	7	10137.6953125
2	28	20	10	130	1	282010	2820101301	1	4	1	 	 	15	2	1	 	 	3	3	20275.390625
2	28	20	10	130	1	282010	2820101301	2	5	2	 	 	13	3	1	 	 	3	3	20275.390625
2	28	20	10	150	1	282010	2820101501	1	3	1	12	0	 	 	1	 	 	2	3	10137.6953125
2	28	20	10	150	1	282010	2820101501	2	4	2	12	2	 	 	1	 	 	2	3	10137.6953125
2	28	20	11	30	1	282011	2820110301	1	 	1	 	 	25	88	2	 	 	2	4	0
2	28	20	11	30	1	282011	2820110301	2	 	1	 	 	22	88	2	 	 	2	4	0
2	28	20	11	30	1	282011	2820110301	3	 	2	 	 	20	88	2	 	 	2	4	0
2	28	20	11	40	1	282011	2820110401	1	 	2	 	 	33	88	2	 	 	1	5	0
2	28	20	11	40	1	282011	2820110401	2	2	1	 	 	25	88	1	 	 	1	5	0
2	28	20	11	40	1	282011	2820110401	3	 	2	 	 	23	88	2	 	 	1	5	0
2	28	20	11	80	1	282011	2820110801	1	4	1	9	3	 	 	1	 	 	2	2	17301.66796875
2	28	20	11	80	1	282011	2820110801	2	5	1	9	9	 	 	1	 	 	2	2	17301.66796875
2	28	20	11	80	2	282011	2820110802	1	4	1	 	 	2	88	1	 	 	2	3	8650.83398438
2	28	20	11	80	2	282011	2820110802	2	3	2	 	 	1	88	1	 	 	2	3	8650.83398438
2	28	20	11	90	1	282011	2820110901	1	3	1	5	99	 	 	1	 	 	2	4	8650.83398438
2	28	20	11	90	1	282011	2820110901	2	4	2	1	2	 	 	1	 	 	2	4	8650.83398438
2	28	20	11	90	1	282011	2820110901	3	5	1	11	3	 	 	1	 	 	2	4	8650.83398438
2	28	20	11	100	1	282011	2820111001	1	3	1	 	 	30	88	1	 	 	2	5	8650.83398438
2	28	20	11	100	1	282011	2820111001	2	4	2	 	 	25	88	1	 	 	2	5	8650.83398438
2	28	20	11	100	1	282011	2820111001	3	 	2	 	 	27	88	2	 	 	2	5	8650.83398438
2	28	20	11	100	1	282011	2820111001	1	6	2	8	9	 	 	1	 	 	5	2	8650.83398438
2	28	20	11	110	1	282011	2820111101	1	3	1	 	7	 	 	1	 	 	2	5	8650.83398438
2	28	20	11	110	1	282011	2820111101	2	4	2	 	8	 	 	1	 	 	2	5	8650.83398438
2	28	20	11	110	1	282011	2820111101	3	5	2	 	9	 	 	1	 	 	2	5	8650.83398438
2	28	20	11	150	1	282011	2820111501	1	 	2	4	 	 	 	2	 	 	2	2	8650.83398438
2	28	20	12	21	1	282012	2820120211	1	3	1	9	93	 	 	1	 	 	2	5	10498.24023438
2	28	20	12	21	1	282012	2820120211	2	4	2	2	96	 	 	1	 	 	2	5	10498.24023438
2	28	20	12	21	1	282012	2820120211	3	5	2	6	98	 	 	1	 	 	2	5	10498.24023438
2	28	20	12	31	2	282012	2820120312	1	 	2	 	 	10	88	2	 	 	2	5	10498.24023438
2	28	20	12	31	2	282012	2820120312	2	4	1	 	 	7	88	1	 	 	2	5	10498.24023438
2	28	20	12	31	2	282012	2820120312	3	5	2	 	 	5	1	1	 	 	2	5	10498.24023438
2	28	20	12	41	1	282012	2820120411	1	 	1	 	 	30	88	2	 	 	2	6	10498.24023438
2	28	20	12	41	1	282012	2820120411	2	 	2	 	 	 	 	3	3	0	2	6	10498.24023438
2	28	20	12	41	1	282012	2820120411	3	 	1	 	 	18	9	2	 	 	2	6	10498.24023438
2	28	20	12	41	1	282012	2820120411	4	3	2	 	 	16	7	1	 	 	2	6	10498.24023438
2	28	20	12	41	2	282012	2820120412	1	3	1	10	9	 	 	1	 	 	2	2	10498.24023438
2	28	20	12	41	2	282012	2820120412	2	4	1	8	11	 	 	1	 	 	2	2	10498.24023438
2	28	20	12	51	1	282012	2820120511	1	 	1	 	 	 	 	3	39	0	1	4	0
2	28	20	12	51	1	282012	2820120511	2	 	1	 	 	35	88	2	 	 	1	4	0
2	28	20	12	51	1	282012	2820120511	3	 	2	 	 	28	88	2	 	 	1	4	0
2	28	20	12	51	3	282012	2820120513	1	3	2	6	10	 	 	1	 	 	2	2	10498.24023438
2	28	20	12	61	1	282012	2820120611	1	 	2	4	89	 	 	3	17	1	2	3	10498.24023438
2	28	20	12	61	1	282012	2820120611	2	 	1	5	92	 	 	2	 	 	2	3	10498.24023438
2	28	20	12	71	1	282012	2820120711	1	3	1	2	96	 	 	1	 	 	2	3	10498.24023438
2	28	20	12	71	1	282012	2820120711	2	4	2	12	98	 	 	1	 	 	2	3	10498.24023438
2	28	20	12	81	1	282012	2820120811	1	 	2	5	96	 	 	2	 	 	2	6	10498.24023438
2	28	20	12	81	1	282012	2820120811	2	3	2	10	97	 	 	1	 	 	2	6	10498.24023438
2	28	20	12	81	1	282012	2820120811	3	4	2	12	98	 	 	1	 	 	2	6	10498.24023438
2	28	20	12	101	1	282012	2820121011	1	3	2	10	91	 	 	1	 	 	2	4	10498.24023438
2	28	20	12	101	1	282012	2820121011	2	 	1	2	94	 	 	2	 	 	2	4	10498.24023438
2	28	20	12	101	1	282012	2820121011	3	4	1	3	96	 	 	1	 	 	2	4	10498.24023438
2	28	20	12	111	1	282012	2820121111	1	 	2	 	 	24	88	2	 	 	2	9	10498.24023438
2	28	20	12	111	1	282012	2820121111	2	5	1	 	 	23	88	1	 	 	2	9	10498.24023438
2	28	20	12	111	1	282012	2820121111	3	 	2	 	 	21	88	2	 	 	2	9	10498.24023438
2	28	20	12	111	1	282012	2820121111	4	3	2	 	 	20	88	1	 	 	2	9	10498.24023438
2	28	20	12	111	1	282012	2820121111	5	4	2	 	 	19	5	1	 	 	2	9	10498.24023438
2	28	20	12	121	1	282012	2820121211	1	3	1	12	91	 	 	1	 	 	2	2	10498.24023438
2	28	20	12	121	1	282012	2820121211	2	4	1	11	98	 	 	1	 	 	2	2	10498.24023438
2	28	21	1	10	1	282101	2821010101	1	3	2	9	92	 	 	1	 	 	2	2	12744.53125
2	28	21	1	20	1	282101	2821010201	1	3	1	11	 	 	 	1	 	 	2	4	25489.0625
2	28	21	1	20	1	282101	2821010201	2	 	2	1	 	 	 	2	 	 	2	4	25489.0625
2	28	21	1	20	1	282101	2821010201	3	5	1	8	 	 	 	1	 	 	2	4	25489.0625
2	28	21	1	40	1	282101	2821010401	1	 	2	8	 	 	 	2	 	 	2	4	25489.0625
2	28	21	1	40	1	282101	2821010401	2	3	1	7	90	 	 	1	 	 	2	4	25489.0625
2	28	21	1	40	1	282101	2821010401	3	5	1	4	94	 	 	1	 	 	2	4	25489.0625
2	28	21	1	50	1	282101	2821010501	1	3	2	1	 	 	 	1	 	 	2	6	12744.53125
2	28	21	1	50	1	282101	2821010501	2	4	1	8	 	 	 	1	 	 	2	6	12744.53125
2	28	21	1	50	1	282101	2821010501	3	5	2	1	90	 	 	1	 	 	2	6	12744.53125
2	28	21	1	50	1	282101	2821010501	4	6	1	 	92	 	 	1	 	 	2	6	12744.53125
2	28	21	1	60	1	282101	2821010601	1	3	1	10	 	 	 	1	 	 	2	4	38233.59765625
2	28	21	1	60	1	282101	2821010601	2	5	1	2	 	 	 	1	 	 	2	4	38233.59765625
2	28	21	1	60	1	282101	2821010601	3	 	2	5	 	 	 	2	 	 	2	4	38233.59765625
2	28	21	1	90	1	282101	2821010901	1	 	1	 	 	35	 	2	 	 	2	6	0
2	28	21	1	90	1	282101	2821010901	2	 	2	 	 	33	 	2	 	 	2	6	0
2	28	21	1	90	1	282101	2821010901	3	5	2	 	 	30	 	1	 	 	2	6	0
2	28	21	1	90	1	282101	2821010901	4	3	1	 	 	28	 	1	 	 	2	6	0
2	28	21	1	100	1	282101	2821011001	1	 	2	 	 	17	88	2	 	 	3	6	12744.53125
2	28	21	1	100	1	282101	2821011001	2	 	2	 	 	16	88	2	 	 	3	6	12744.53125
2	28	21	1	100	1	282101	2821011001	3	4	1	 	 	12	88	1	 	 	3	6	12744.53125
2	28	21	1	100	1	282101	2821011001	4	5	1	 	 	10	88	1	 	 	3	6	12744.53125
2	28	21	1	120	1	282101	2821011201	1	3	1	 	 	24	88	1	 	 	2	7	12744.53125
2	28	21	1	120	1	282101	2821011201	2	5	2	 	 	21	88	1	 	 	2	7	12744.53125
2	28	21	1	120	1	282101	2821011201	3	 	2	 	 	19	88	2	 	 	2	7	12744.53125
2	28	21	1	120	1	282101	2821011201	4	4	2	 	 	17	88	1	 	 	2	7	12744.53125
2	28	21	1	140	1	282101	2821011401	1	3	1	 	 	17	88	1	 	 	2	2	12744.53125
2	28	21	1	140	1	282101	2821011401	2	4	1	 	 	12	88	1	 	 	2	2	12744.53125
2	28	21	1	150	2	282101	2821011502	1	3	1	 	 	11	2	1	 	 	2	2	12744.53125
2	28	21	1	150	2	282101	2821011502	2	4	1	 	 	8	4	1	 	 	2	2	12744.53125
2	28	21	1	150	3	282101	2821011503	1	3	2	7	9	 	 	1	 	 	2	4	12744.53125
2	28	21	1	150	3	282101	2821011503	2	4	2	1	11	 	 	1	 	 	2	4	12744.53125
2	28	21	2	10	1	282102	2821020101	1	 	2	6	96	 	 	2	 	 	2	5	9191.51074219
2	28	21	2	10	1	282102	2821020101	2	3	2	1	98	 	 	1	 	 	2	5	9191.51074219
2	28	21	2	10	1	282102	2821020101	3	4	1	12	1	 	 	1	 	 	2	5	9191.51074219
2	28	21	2	20	1	282102	2821020201	1	7	1	5	2	 	 	1	 	 	5	2	9191.51074219
2	28	21	2	20	1	282102	2821020201	2	8	1	10	6	 	 	1	 	 	5	2	9191.51074219
2	28	21	2	30	1	282102	2821020301	1	3	2	2	98	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	30	1	282102	2821020301	2	4	1	8	0	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	30	1	282102	2821020301	3	5	1	10	1	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	30	2	282102	2821020302	1	3	1	3	2	 	 	1	 	 	2	1	9191.51074219
2	28	21	2	50	1	282102	2821020501	1	6	1	4	10	 	 	1	 	 	2	1	9191.51074219
2	28	21	2	70	1	282102	2821020701	1	 	2	 	 	 	 	3	55	55	2	8	9191.51074219
2	28	21	2	70	1	282102	2821020701	2	 	1	 	 	 	 	3	55	55	2	8	9191.51074219
2	28	21	2	70	1	282102	2821020701	3	 	1	 	 	 	 	3	55	55	2	8	9191.51074219
2	28	21	2	70	1	282102	2821020701	4	3	2	11	4	 	 	1	 	 	2	8	9191.51074219
2	28	21	2	70	1	282102	2821020701	5	4	1	5	7	 	 	1	 	 	2	8	9191.51074219
2	28	21	2	70	1	282102	2821020701	6	5	1	 	12	 	 	1	 	 	2	8	9191.51074219
2	28	21	2	80	1	282102	2821020801	1	3	1	1	90	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	80	1	282102	2821020801	2	4	2	11	94	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	80	1	282102	2821020801	3	5	1	4	0	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	100	1	282102	2821021001	1	 	2	3	 	 	 	2	 	 	2	2	0
2	28	21	2	120	1	282102	2821021201	1	2	2	 	 	26	88	1	 	 	1	6	0
2	28	21	2	120	1	282102	2821021201	2	3	2	 	 	25	88	1	 	 	1	6	0
2	28	21	2	120	1	282102	2821021201	3	4	1	 	 	23	88	1	 	 	1	6	0
2	28	21	2	120	1	282102	2821021201	4	 	1	 	 	21	88	2	 	 	1	6	0
2	28	21	2	120	2	282102	2821021202	1	3	2	3	7	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	120	2	282102	2821021202	2	4	2	9	8	 	 	1	 	 	2	4	9191.51074219
2	28	21	2	130	1	282102	2821021301	1	4	1	9	94	 	 	1	 	 	3	1	9191.51074219
2	28	21	3	10	1	282103	2821030101	1	2	1	 	 	22	88	1	 	 	1	2	9981.73144532
2	28	21	3	10	1	282103	2821030101	2	 	1	 	 	19	88	2	 	 	1	2	9981.73144532
2	28	21	3	40	1	282103	2821030401	1	 	2	 	 	30	88	2	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	2	3	1	 	 	28	88	1	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	3	5	1	 	 	28	88	1	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	4	9	1	 	 	25	88	1	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	5	12	1	 	 	23	88	1	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	6	 	2	 	 	23	88	2	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	7	 	2	 	 	20	88	2	 	 	2	12	0
2	28	21	3	40	1	282103	2821030401	8	 	2	 	 	19	88	2	 	 	2	12	0
2	28	21	3	50	1	282103	2821030501	1	3	2	11	96	 	 	1	 	 	2	5	9981.73144532
2	28	21	3	50	1	282103	2821030501	2	4	2	11	96	 	 	1	 	 	2	5	9981.73144532
2	28	21	3	50	1	282103	2821030501	3	5	1	2	1	 	 	1	 	 	2	5	9981.73144532
2	28	21	3	60	1	282103	2821030601	1	 	1	 	 	29	88	2	 	 	2	9	19963.46289063
2	28	21	3	60	1	282103	2821030601	2	 	2	 	 	28	88	2	 	 	2	9	19963.46289063
2	28	21	3	60	1	282103	2821030601	3	 	2	 	 	25	88	2	 	 	2	9	19963.46289063
2	28	21	3	60	1	282103	2821030601	4	 	2	 	 	24	88	2	 	 	2	9	19963.46289063
2	28	21	3	60	1	282103	2821030601	5	3	1	 	 	22	88	1	 	 	2	9	19963.46289063
2	28	21	3	60	1	282103	2821030601	6	4	1	 	 	14	88	1	 	 	2	9	19963.46289063
2	28	21	3	70	1	282103	2821030701	1	5	2	7	5	 	 	1	 	 	4	3	19963.46289063
2	28	21	3	70	1	282103	2821030701	2	6	1	12	8	 	 	1	 	 	4	3	19963.46289063
2	28	21	3	80	1	282103	2821030801	1	3	1	7	96	 	 	1	 	 	2	3	14972.59765625
2	28	21	3	80	1	282103	2821030801	2	4	2	10	98	 	 	1	 	 	2	3	14972.59765625
2	28	21	3	80	1	282103	2821030801	1	9	2	 	 	9	88	1	 	 	8	3	14972.59765625
2	28	21	3	80	1	282103	2821030801	2	10	1	 	 	7	88	1	 	 	8	3	14972.59765625
2	28	21	3	90	1	282103	2821030901	1	 	2	 	 	30	88	2	 	 	2	3	0
2	28	21	3	90	1	282103	2821030901	2	 	1	 	 	21	88	2	 	 	2	3	0
2	28	21	3	110	1	282103	2821031101	1	3	1	 	 	12	88	1	 	 	2	2	9981.73144532
2	28	21	3	110	1	282103	2821031101	2	4	1	 	 	7	88	1	 	 	2	2	9981.73144532
2	28	21	3	130	1	282103	2821031301	1	3	2	 	 	2	 	1	 	 	2	3	9981.73144532
2	28	21	3	130	1	282103	2821031301	2	4	1	 	 	20	 	1	 	 	2	3	9981.73144532
2	28	21	3	140	1	282103	2821031401	1	3	2	8	0	0	0	1	0	0	2	3	9981.73144532
2	28	21	3	140	1	282103	2821031401	2	4	1	5	3	0	0	1	0	0	2	3	9981.73144532
2	28	21	3	150	1	282103	2821031501	2	3	1	9	1	 	 	1	 	 	2	1	9981.73144532
2	28	21	4	20	1	282104	2821040201	1	4	2	 	 	18	0	1	 	 	2	7	10605.58886719
2	28	21	4	20	1	282104	2821040201	2	5	2	 	 	17	0	1	 	 	2	7	10605.58886719
2	28	21	4	20	1	282104	2821040201	3	6	2	 	 	14	0	1	 	 	2	7	10605.58886719
2	28	21	4	20	1	282104	2821040201	4	7	1	 	 	13	0	1	 	 	2	7	10605.58886719
2	28	21	4	50	1	282104	2821040501	1	 	2	 	 	29	0	2	 	 	2	3	10605.58886719
2	28	21	4	50	1	282104	2821040501	2	3	1	 	 	27	0	1	 	 	2	3	10605.58886719
2	28	21	4	60	1	282104	2821040601	1	3	2	 	99	 	 	1	 	 	2	4	10605.58886719
2	28	21	4	60	1	282104	2821040601	2	4	2	 	2	 	 	1	 	 	2	4	10605.58886719
2	28	21	4	100	1	282104	2821041001	1	 	2	6	 	 	 	2	 	 	2	5	10605.58886719
2	28	21	4	100	1	282104	2821041001	2	 	2	 	 	20	0	2	 	 	2	5	10605.58886719
2	28	21	4	100	1	282104	2821041001	3	3	1	 	 	19	0	1	 	 	2	5	10605.58886719
2	28	21	4	120	1	282104	2821041201	1	3	1	8	93	 	 	1	 	 	2	3	10605.58886719
2	28	21	4	120	1	282104	2821041201	2	4	2	6	97	 	 	1	 	 	2	3	10605.58886719
2	28	21	4	140	1	282104	2821041401	1	 	2	5	95	 	 	2	 	 	2	4	10605.58886719
2	28	21	4	140	1	282104	2821041401	2	3	1	 	 	15	0	1	 	 	2	4	10605.58886719
2	28	21	4	140	1	282104	2821041401	3	4	1	 	 	13	0	1	 	 	2	4	10605.58886719
2	28	21	5	10	1	282105	2821050101	1	5	2	7	4	 	 	1	 	 	4	3	9541.36132813
2	28	21	5	10	1	282105	2821050101	2	6	1	3	7	 	 	1	 	 	4	3	9541.36132813
2	28	21	5	20	1	282105	2821050201	1	3	1	 	93	 	 	1	 	 	2	3	9541.36132813
2	28	21	5	20	1	282105	2821050201	2	 	2	 	95	 	 	2	 	 	2	3	9541.36132813
2	28	21	5	30	1	282105	2821050301	1	3	1	6	93	 	 	1	 	 	2	3	9541.36132813
2	28	21	5	30	1	282105	2821050301	2	4	2	3	96	 	 	1	 	 	2	3	9541.36132813
2	28	21	5	40	1	282105	2821050401	1	3	1	12	89	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	40	1	282105	2821050401	2	 	1	9	92	 	 	2	 	 	2	2	9541.36132813
2	28	21	5	50	1	282105	2821050501	1	3	1	 	 	12	 	1	 	 	2	3	9541.36132813
2	28	21	5	50	1	282105	2821050501	2	4	2	 	 	11	 	1	 	 	2	3	9541.36132813
2	28	21	5	60	1	282105	2821050601	1	3	1	 	 	21	88	1	 	 	2	1	9541.36132813
2	28	21	5	70	1	282105	2821050701	1	2	1	6	 	 	 	1	 	 	1	5	0
2	28	21	5	70	1	282105	2821050701	2	3	2	2	 	 	 	1	 	 	1	5	0
2	28	21	5	70	1	282105	2821050701	3	4	1	6	 	 	 	1	 	 	1	5	0
2	28	21	5	70	1	282105	2821050701	4	 	1	6	 	 	 	3	11	0	1	5	0
2	28	21	5	90	2	282105	2821050902	1	3	1	 	 	12	88	1	 	 	2	4	9541.36132813
2	28	21	5	90	2	282105	2821050902	2	4	1	 	 	10	88	1	 	 	2	4	9541.36132813
2	28	21	5	90	2	282105	2821050902	3	5	2	 	 	4	88	1	 	 	2	4	9541.36132813
2	28	21	5	90	3	282105	2821050903	1	3	1	12	4	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	90	3	282105	2821050903	2	4	1	4	6	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	90	4	282105	2821050904	1	3	1	3	8	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	90	4	282105	2821050904	2	4	1	10	10	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	90	1	282105	2821050901	1	3	1	12	9	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	90	1	282105	2821050901	2	4	1	12	11	 	 	1	 	 	2	2	9541.36132813
2	28	21	5	100	2	282105	2821051002	1	 	1	 	 	27	88	2	 	 	2	1	0
2	28	21	5	110	2	282105	2821051102	1	3	2	 	 	11	88	1	 	 	2	4	9541.36132813
2	28	21	5	110	2	282105	2821051102	2	4	2	 	 	10	88	1	 	 	2	4	9541.36132813
2	28	21	5	150	1	282105	2821051501	1	2	1	3	5	 	 	1	 	 	1	2	9541.36132813
2	28	21	5	150	1	282105	2821051501	2	3	1	2	7	 	 	1	 	 	1	2	9541.36132813
2	28	21	6	10	1	282106	2821060101	1	3	2	7	97	 	 	1	 	 	2	3	8110.15673829
2	28	21	6	10	1	282106	2821060101	2	4	1	12	2	 	 	1	 	 	2	3	8110.15673829
2	28	21	6	30	1	282106	2821060301	1	2	1	3	 	 	 	1	 	 	1	4	8110.15673829
2	28	21	6	30	1	282106	2821060301	2	 	2	9	 	 	 	3	17	5	1	4	8110.15673829
2	28	21	6	30	1	282106	2821060301	3	3	1	5	96	 	 	1	 	 	1	4	8110.15673829
2	28	21	6	40	1	282106	2821060401	1	3	1	5	92	 	 	1	 	 	2	4	8110.15673829
2	28	21	6	40	1	282106	2821060401	2	4	1	4	96	 	 	1	 	 	2	4	8110.15673829
2	28	21	6	40	1	282106	2821060401	3	5	2	6	97	 	 	1	 	 	2	4	8110.15673829
2	28	21	6	50	1	282106	2821060501	1	 	2	 	89	 	 	2	 	 	1	5	8110.15673829
2	28	21	6	50	1	282106	2821060501	2	2	1	 	90	 	 	1	 	 	1	5	8110.15673829
2	28	21	6	50	1	282106	2821060501	3	3	2	2	92	 	 	1	 	 	1	5	8110.15673829
2	28	21	6	60	1	282106	2821060601	1	 	2	 	 	 	 	2	 	 	1	5	0
2	28	21	6	60	1	282106	2821060601	2	 	2	 	 	 	 	2	 	 	1	5	0
2	28	21	6	60	1	282106	2821060601	3	2	1	 	93	 	 	1	 	 	1	5	0
2	28	21	6	100	1	282106	2821061001	1	2	1	 	90	 	 	1	 	 	1	2	0
2	28	21	6	100	1	282106	2821061001	2	4	1	 	93	 	 	1	 	 	1	2	0
2	28	21	6	110	1	282106	2821061101	1	 	2	5	90	 	 	2	 	 	2	6	8110.15673829
2	28	21	6	110	1	282106	2821061101	2	 	2	3	92	 	 	2	 	 	2	6	8110.15673829
2	28	21	6	110	1	282106	2821061101	3	 	2	6	94	 	 	2	 	 	2	6	8110.15673829
2	28	21	6	130	1	282106	2821061301	1	5	1	4	8	 	 	1	0	0	4	1	8110.15673829
2	28	21	6	140	1	282106	2821061401	1	3	2	12	0	 	 	1	 	 	2	5	8110.15673829
2	28	21	6	140	1	282106	2821061401	2	4	2	10	3	 	 	1	 	 	2	5	8110.15673829
2	28	21	6	140	1	282106	2821061401	3	5	1	3	5	 	 	1	 	 	2	5	8110.15673829
2	28	22	1	21	1	282201	2822010211	1	 	2	 	96	 	 	2	 	 	1	5	18170.16015625
2	28	22	1	21	1	282201	2822010211	2	2	2	 	98	 	 	1	 	 	1	5	18170.16015625
2	28	22	1	21	1	282201	2822010211	3	 	1	 	0	 	 	2	 	 	1	5	18170.16015625
2	28	22	1	31	1	282201	2822010311	1	2	1	8	90	 	 	1	 	 	1	3	18170.16015625
2	28	22	1	31	1	282201	2822010311	2	 	2	8	92	 	 	3	18	88	1	3	18170.16015625
2	28	22	1	31	1	282201	2822010311	1	4	1	9	11	 	 	1	 	 	3	1	18170.16015625
2	28	22	1	61	1	282201	2822010611	1	 	2	 	 	20	88	2	 	 	2	5	18170.16015625
2	28	22	1	61	1	282201	2822010611	2	4	1	 	 	15	88	1	 	 	2	5	18170.16015625
2	28	22	1	61	1	282201	2822010611	3	3	2	 	 	12	11	1	 	 	2	5	18170.16015625
2	28	22	1	71	1	282201	2822010711	1	 	2	 	 	19	88	3	18	88	2	6	18170.16015625
2	28	22	1	71	1	282201	2822010711	2	3	2	 	 	15	88	1	 	 	2	6	18170.16015625
2	28	22	1	71	1	282201	2822010711	3	4	2	 	 	13	88	1	 	 	2	6	18170.16015625
2	28	22	1	91	1	282201	2822010911	1	5	2	 	 	13	88	1	 	 	4	5	36340.3203125
2	28	22	1	91	1	282201	2822010911	2	6	1	 	 	12	88	1	 	 	4	5	36340.3203125
